#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
     931.000    -316.5015028    540.2841673    198.7709704    186.5030570
     932.000    -317.0418937    540.4975563    198.7726298    186.7018288
     933.000    -317.5824978    540.7107182    198.7742838    186.9006022
     934.000    -318.1233150    540.9236535    198.7759326    187.0993773
     935.000    -318.6643451    541.1363628    198.7775760    187.2981541
     936.000    -319.2055877    541.3488464    198.7792143    187.4969325
     937.000    -319.7470427    541.5611048    198.7808473    187.6957125
     938.000    -320.2887098    541.7731386    198.7824751    187.8944942
     939.000    -320.8305889    541.9849482    198.7840978    188.0932775
     940.000    -321.3726797    542.1965341    198.7857153    188.2920624
     941.000    -321.9149819    542.4078967    198.7873277    188.4908489
     942.000    -322.4574954    542.6190365    198.7889349    188.6896370
     943.000    -323.0002199    542.8299540    198.7905371    188.8884268
     944.000    -323.5431552    543.0406497    198.7921342    189.0872181
     945.000    -324.0863011    543.2511240    198.7937263    189.2860110
     946.000    -324.6296574    543.4613773    198.7953133    189.4848056
     947.000    -325.1732238    543.6714102    198.7968954    189.6836017
     948.000    -325.7170001    543.8812231    198.7984724    189.8823993
     949.000    -326.2609862    544.0908164    198.8000445    190.0811986
     950.000    -326.8051817    544.3001907    198.8016117    190.2799994
     951.000    -327.3495865    544.5093463    198.8031739    190.4788018
     952.000    -327.8942003    544.7182837    198.8047313    190.6776058
     953.000    -328.4390230    544.9270034    198.8062837    190.8764113
     954.000    -328.9840542    545.1355059    198.8078313    191.0752183
     955.000    -329.5292939    545.3437915    198.8093741    191.2740269
     956.000    -330.0747418    545.5518607    198.8109120    191.4728371
     957.000    -330.6203976    545.7597140    198.8124452    191.6716488
     958.000    -331.1662611    545.9673519    198.8139736    191.8704620
     959.000    -331.7123322    546.1747747    198.8154972    192.0692767
     960.000    -332.2586106    546.3819829    198.8170161    192.2680930
     961.000    -332.8050961    546.5889769    198.8185302    192.4669107
     962.000    -333.3517885    546.7957573    198.8200397    192.6657300
     963.000    -333.8986875    547.0023244    198.8215445    192.8645508
     964.000    -334.4457930    547.2086786    198.8230446    193.0633731
     965.000    -334.9931048    547.4148204    198.8245401    193.2621969
     966.000    -335.5406226    547.6207503    198.8260309    193.4610222
     967.000    -336.0883462    547.8264687    198.8275172    193.6598490
     968.000    -336.6362755    548.0319759    198.8289989    193.8586772
     969.000    -337.1844101    548.2372725    198.8304760    194.0575070
     970.000    -337.7327500    548.4423589    198.8319485    194.2563382
     971.000    -338.2812948    548.6472355    198.8334166    194.4551709
     972.000    -338.8300444    548.8519026    198.8348801    194.6540050
     973.000    -339.3789985    549.0563609    198.8363391    194.8528406
     974.000    -339.9281570    549.2606106    198.8377937    195.0516777
     975.000    -340.4775197    549.4646522    198.8392438    195.2505162
     976.000    -341.0270862    549.6684861    198.8406894    195.4493562
     977.000    -341.5768566    549.8721127    198.8421307    195.6481976
     978.000    -342.1268304    550.0755326    198.8435675    195.8470404
     979.000    -342.6770076    550.2787459    198.8450000    196.0458847
     980.000    -343.2273878    550.4817533    198.8464281    196.2447304
     981.000    -343.7779710    550.6845551    198.8478519    196.4435776
     982.000    -344.3287569    550.8871517    198.8492713    196.6424261
     983.000    -344.8797452    551.0895436    198.8506864    196.8412761
     984.000    -345.4309359    551.2917311    198.8520972    197.0401275
     985.000    -345.9823286    551.4937147    198.8535038    197.2389803
     986.000    -346.5339233    551.6954947    198.8549061    197.4378345
     987.000    -347.0857196    551.8970716    198.8563041    197.6366901
     988.000    -347.6377173    552.0984458    198.8576979    197.8355471
     989.000    -348.1899164    552.2996177    198.8590875    198.0344055
     990.000    -348.7423165    552.5005877    198.8604730    198.2332653
     991.000    -349.2949175    552.7013561    198.8618542    198.4321265
     992.000    -349.8477191    552.9019235    198.8632313    198.6309890
     993.000    -350.4007213    553.1022902    198.8646042    198.8298529
     994.000    -350.9539237    553.3024566    198.8659731    199.0287182
     995.000    -351.5073261    553.5024231    198.8673378    199.2275849
     996.000    -352.0609284    553.7021901    198.8686984    199.4264529
     997.000    -352.6147304    553.9017580    198.8700549    199.6253223
     998.000    -353.1687319    554.1011271    198.8714074    199.8241930
     999.000    -353.7229326    554.3002980    198.8727559    200.0230651
    1000.000    -354.2773324    554.4992709    198.8741003    200.2219385
    1001.000    -354.8319311    554.6980463    198.8754407    200.4208133
    1002.000    -355.3867284    554.8966246    198.8767771    200.6196894
    1003.000    -355.9417243    555.0950061    198.8781095    200.8185668
    1004.000    -356.4969184    555.2931912    198.8794380    201.0174456
    1005.000    -357.0523106    555.4911804    198.8807625    201.2163257
    1006.000    -357.6079007    555.6889740    198.8820831    201.4152071
    1007.000    -358.1636885    555.8865723    198.8833998    201.6140899
    1008.000    -358.7196738    556.0839759    198.8847125    201.8129739
    1009.000    -359.2758564    556.2811850    198.8860214    202.0118593
    1010.000    -359.8322361    556.4782000    198.8873264    202.2107460
    1011.000    -360.3888127    556.6750214    198.8886276    202.4096339
    1012.000    -360.9455860    556.8716495    198.8899249    202.6085232
    1013.000    -361.5025559    557.0680846    198.8912184    202.8074138
    1014.000    -362.0597222    557.2643272    198.8925081    203.0063057
    1015.000    -362.6170845    557.4603777    198.8937940    203.2051988
    1016.000    -363.1746428    557.6562363    198.8950761    203.4040932
    1017.000    -363.7323969    557.8519035    198.8963544    203.6029890
    1018.000    -364.2903466    558.0473797    198.8976290    203.8018859
    1019.000    -364.8484916    558.2426652    198.8988998    204.0007842
    1020.000    -365.4068319    558.4377604    198.9001670    204.1996837
    1021.000    -365.9653671    558.6326656    198.9014304    204.3985845
    1022.000    -366.5240971    558.8273813    198.9026901    204.5974866
    1023.000    -367.0830218    559.0219078    198.9039462    204.7963899
    1024.000    -367.6421409    559.2162455    198.9051986    204.9952945
    1025.000    -368.2014542    559.4103947    198.9064473    205.1942003
    1026.000    -368.7609616    559.6043557    198.9076924    205.3931074
    1027.000    -369.3206629    559.7981291    198.9089339    205.5920157
    1028.000    -369.8805578    559.9917150    198.9101718    205.7909253
    1029.000    -370.4406462    560.1851140    198.9114061    205.9898360
    1030.000    -371.0009280    560.3783262    198.9126368    206.1887481
    1031.000    -371.5614028    560.5713522    198.9138639    206.3876613
    1032.000    -372.1220706    560.7641922    198.9150875    206.5865758
    1033.000    -372.6829311    560.9568467    198.9163076    206.7854915
    1034.000    -373.2439842    561.1493159    198.9175241    206.9844084
    1035.000    -373.8052297    561.3416002    198.9187371    207.1833265
    1036.000    -374.3666674    561.5337001    198.9199466    207.3822459
    1037.000    -374.9282970    561.7256157    198.9211526    207.5811664
    1038.000    -375.4901185    561.9173475    198.9223552    207.7800882
    1039.000    -376.0521317    562.1088959    198.9235543    207.9790111
    1040.000    -376.6143363    562.3002611    198.9247500    208.1779353
    1041.000    -377.1767321    562.4914436    198.9259422    208.3768606
    1042.000    -377.7393191    562.6824436    198.9271310    208.5757872
    1043.000    -378.3020970    562.8732616    198.9283164    208.7747149
    1044.000    -378.8650656    563.0638979    198.9294984    208.9736438
    1045.000    -379.4282247    563.2543527    198.9306770    209.1725739
    1046.000    -379.9915742    563.4446265    198.9318523    209.3715052
    1047.000    -380.5551139    563.6347197    198.9330242    209.5704376
    1048.000    -381.1188436    563.8246324    198.9341928    209.7693712
    1049.000    -381.6827631    564.0143652    198.9353580    209.9683060
    1050.000    -382.2468723    564.2039183    198.9365200    210.1672419
    1051.000    -382.8111709    564.3932920    198.9376786    210.3661790
    1052.000    -383.3756588    564.5824868    198.9388339    210.5651173
    1053.000    -383.9403358    564.7715028    198.9399860    210.7640567
    1054.000    -384.5052017    564.9603406    198.9411348    210.9629973
    1055.000    -385.0702564    565.1490004    198.9422803    211.1619390
    1056.000    -385.6354997    565.3374825    198.9434226    211.3608818
    1057.000    -386.2009313    565.5257872    198.9445617    211.5598258
    1058.000    -386.7665512    565.7139150    198.9456975    211.7587709
    1059.000    -387.3323591    565.9018662    198.9468302    211.9577172
    1060.000    -387.8983549    566.0896410    198.9479596    212.1566646
    1061.000    -388.4645383    566.2772398    198.9490859    212.3556131
    1062.000    -389.0309093    566.4646629    198.9502090    212.5545628
    1063.000    -389.5974676    566.6519107    198.9513289    212.7535135
    1064.000    -390.1642130    566.8389835    198.9524457    212.9524654
    1065.000    -390.7311455    567.0258816    198.9535594    213.1514184
    1066.000    -391.2982647    567.2126053    198.9546699    213.3503725
    1067.000    -391.8655706    567.3991550    198.9557774    213.5493278
    1068.000    -392.4330630    567.5855310    198.9568817    213.7482841
    1069.000    -393.0007416    567.7717336    198.9579830    213.9472415
    1070.000    -393.5686064    567.9577631    198.9590812    214.1462001
    1071.000    -394.1366571    568.1436198    198.9601763    214.3451597
    1072.000    -394.7048936    568.3293041    198.9612683    214.5441204
    1073.000    -395.2733157    568.5148163    198.9623573    214.7430822
    1074.000    -395.8419232    568.7001567    198.9634433    214.9420451
    1075.000    -396.4107159    568.8853256    198.9645263    215.1410091
    1076.000    -396.9796938    569.0703234    198.9656063    215.3399742
    1077.000    -397.5488565    569.2551503    198.9666832    215.5389403
    1078.000    -398.1182040    569.4398066    198.9677572    215.7379075
    1079.000    -398.6877361    569.6242928    198.9688282    215.9368758
    1080.000    -399.2574525    569.8086090    198.9698963    216.1358452
    1081.000    -399.8273532    569.9927556    198.9709614    216.3348156
    1082.000    -400.3974380    570.1767330    198.9720235    216.5337871
    1083.000    -400.9677066    570.3605414    198.9730827    216.7327597
    1084.000    -401.5381590    570.5441811    198.9741390    216.9317333
    1085.000    -402.1087949    570.7276524    198.9751924    217.1307079
    1086.000    -402.6796143    570.9109557    198.9762429    217.3296837
    1087.000    -403.2506168    571.0940913    198.9772905    217.5286604
    1088.000    -403.8218024    571.2770594    198.9783352    217.7276382
    1089.000    -404.3931709    571.4598604    198.9793771    217.9266171
    1090.000    -404.9647221    571.6424945    198.9804161    218.1255970
    1091.000    -405.5364558    571.8249622    198.9814523    218.3245779
    1092.000    -406.1083719    572.0072636    198.9824856    218.5235599
    1093.000    -406.6804703    572.1893991    198.9835161    218.7225429
    1094.000    -407.2527507    572.3713689    198.9845438    218.9215269
    1095.000    -407.8252130    572.5531735    198.9855686    219.1205120
    1096.000    -408.3978570    572.7348130    198.9865907    219.3194981
    1097.000    -408.9706825    572.9162878    198.9876100    219.5184852
    1098.000    -409.5436895    573.0975981    198.9886265    219.7174733
    1099.000    -410.1168777    573.2787444    198.9896403    219.9164624
    1100.000    -410.6902469    573.4597268    198.9906513    220.1154526
    1101.000    -411.2637971    573.6405457    198.9916596    220.3144437
    1102.000    -411.8375280    573.8212013    198.9926651    220.5134359
    1103.000    -412.4114394    574.0016940    198.9936679    220.7124291
    1104.000    -412.9855313    574.1820240    198.9946680    220.9114232
    1105.000    -413.5598034    574.3621917    198.9956653    221.1104184
    1106.000    -414.1342556    574.5421973    198.9966600    221.3094145
    1107.000    -414.7088877    574.7220411    198.9976520    221.5084117
    1108.000    -415.2836996    574.9017234    198.9986413    221.7074099
    1109.000    -415.8586911    575.0812445    198.9996280    221.9064090
    1110.000    -416.4338621    575.2606047    199.0006120    222.1054091
    1111.000    -417.0092123    575.4398042    199.0015934    222.3044102
    1112.000    -417.5847416    575.6188435    199.0025721    222.5034123
    1113.000    -418.1604499    575.7977226    199.0035482    222.7024154
    1114.000    -418.7363370    575.9764420    199.0045216    222.9014194
    1115.000    -419.3124028    576.1550019    199.0054925    223.1004244
    1116.000    -419.8886470    576.3334026    199.0064608    223.2994304
    1117.000    -420.4650695    576.5116444    199.0074264    223.4984373
    1118.000    -421.0416702    576.6897276    199.0083895    223.6974452
    1119.000    -421.6184489    576.8676524    199.0093500    223.8964541
    1120.000    -422.1954055    577.0454191    199.0103080    224.0954639
    1121.000    -422.7725397    577.2230280    199.0112634    224.2944747
    1122.000    -423.3498515    577.4004794    199.0122162    224.4934864
    1123.000    -423.9273406    577.5777736    199.0131665    224.6924991
    1124.000    -424.5050070    577.7549108    199.0141143    224.8915128
    1125.000    -425.0828504    577.9318913    199.0150596    225.0905274
    1126.000    -425.6608707    578.1087154    199.0160023    225.2895429
    1127.000    -426.2390678    578.2853834    199.0169426    225.4885594
    1128.000    -426.8174414    578.4618956    199.0178804    225.6875768
    1129.000    -427.3959915    578.6382521    199.0188157    225.8865951
    1130.000    -427.9747179    578.8144533    199.0197485    226.0856144
    1131.000    -428.5536204    578.9904995    199.0206788    226.2846346
    1132.000    -429.1326988    579.1663910    199.0216067    226.4836558
    1133.000    -429.7119531    579.3421279    199.0225321    226.6826778
    1134.000    -430.2913830    579.5177106    199.0234551    226.8817008
    1135.000    -430.8709885    579.6931394    199.0243757    227.0807248
    1136.000    -431.4507692    579.8684145    199.0252939    227.2797496
    1137.000    -432.0307252    580.0435361    199.0262096    227.4787753
    1138.000    -432.6108563    580.2185046    199.0271229    227.6778020
    1139.000    -433.1911622    580.3933203    199.0280339    227.8768296
    1140.000    -433.7716429    580.5679833    199.0289424    228.0758581
    1141.000    -434.3522981    580.7424939    199.0298486    228.2748875
    1142.000    -434.9331278    580.9168525    199.0307524    228.4739178
    1143.000    -435.5141318    581.0910593    199.0316538    228.6729490
    1144.000    -436.0953099    581.2651145    199.0325529    228.8719811
    1145.000    -436.6766619    581.4390184    199.0334496    229.0710141
    1146.000    -437.2581878    581.6127712    199.0343440    229.2700480
    1147.000    -437.8398874    581.7863733    199.0352360    229.4690828
    1148.000    -438.4217605    581.9598249    199.0361257    229.6681184
    1149.000    -439.0038070    582.1331262    199.0370132    229.8671550
    1150.000    -439.5860267    582.3062776    199.0378983    230.0661925
    1151.000    -440.1684195    582.4792792    199.0387811    230.2652308
    1152.000    -440.7509853    582.6521313    199.0396616    230.4642700
    1153.000    -441.3337237    582.8248342    199.0405398    230.6633101
    1154.000    -441.9166349    582.9973882    199.0414158    230.8623511
    1155.000    -442.4997185    583.1697935    199.0422895    231.0613930
    1156.000    -443.0829744    583.3420503    199.0431609    231.2604357
    1157.000    -443.6664025    583.5141589    199.0440301    231.4594793
    1158.000    -444.2500027    583.6861195    199.0448970    231.6585237
    1159.000    -444.8337747    583.8579325    199.0457617    231.8575691
    1160.000    -445.4177185    584.0295981    199.0466242    232.0566153
    1161.000    -446.0018339    584.2011164    199.0474845    232.2556623
    1162.000    -446.5861207    584.3724879    199.0483425    232.4547102
    1163.000    -447.1705788    584.5437126    199.0491983    232.6537590
    1164.000    -447.7552081    584.7147910    199.0500520    232.8528086
    1165.000    -448.3400083    584.8857231    199.0509034    233.0518591
    1166.000    -448.9249794    585.0565093    199.0517527    233.2509104
    1167.000    -449.5101213    585.2271499    199.0525998    233.4499626
    1168.000    -450.0954337    585.3976450    199.0534447    233.6490156
    1169.000    -450.6809165    585.5679949    199.0542874    233.8480695
    1170.000    -451.2665696    585.7381999    199.0551280    234.0471242
    1171.000    -451.8523929    585.9082602    199.0559665    234.2461798
    1172.000    -452.4383861    586.0781760    199.0568028    234.4452361
    1173.000    -453.0245492    586.2479476    199.0576370    234.6442934
    1174.000    -453.6108820    586.4175753    199.0584690    234.8433514
    1175.000    -454.1973843    586.5870592    199.0592990    235.0424103
    1176.000    -454.7840560    586.7563997    199.0601268    235.2414700
    1177.000    -455.3708970    586.9255969    199.0609525    235.4405306
    1178.000    -455.9579072    587.0946512    199.0617762    235.6395919
    1179.000    -456.5450863    587.2635627    199.0625977    235.8386541
    1180.000    -457.1324343    587.4323317    199.0634172    236.0377171
    1181.000    -457.7199509    587.6009584    199.0642346    236.2367809
    1182.000    -458.3076361    587.7694431    199.0650499    236.4358456
    1183.000    -458.8954898    587.9377860    199.0658632    236.6349110
    1184.000    -459.4835117    588.1059873    199.0666744    236.8339773
    1185.000    -460.0717017    588.2740473    199.0674835    237.0330444
    1186.000    -460.6600597    588.4419663    199.0682906    237.2321123
    1187.000    -461.2485856    588.6097443    199.0690957    237.4311810
    1188.000    -461.8372791    588.7773818    199.0698988    237.6302505
    1189.000    -462.4261403    588.9448789    199.0706998    237.8293208
    1190.000    -463.0151689    589.1122359    199.0714989    238.0283919
    1191.000    -463.6043647    589.2794530    199.0722959    238.2274638
    1192.000    -464.1937277    589.4465303    199.0730909    238.4265365
    1193.000    -464.7832577    589.6134683    199.0738839    238.6256099
    1194.000    -465.3729546    589.7802670    199.0746750    238.8246842
    1195.000    -465.9628182    589.9469268    199.0754640    239.0237593
    1196.000    -466.5528484    590.1134478    199.0762511    239.2228352
    1197.000    -467.1430451    590.2798303    199.0770362    239.4219118
    1198.000    -467.7334080    590.4460745    199.0778194    239.6209892
    1199.000    -468.3239372    590.6121806    199.0786006    239.8200674
    1200.000    -468.9146323    590.7781490    199.0793799    240.0191464
    1201.000    -469.5054934    590.9439797    199.0801572    240.2182262
    1202.000    -470.0965203    591.1096730    199.0809326    240.4173067
    1203.000    -470.6877127    591.2752292    199.0817061    240.6163881
    1204.000    -471.2790707    591.4406485    199.0824776    240.8154701
    1205.000    -471.8705940    591.6059311    199.0832472    241.0145530
    1206.000    -472.4622825    591.7710772    199.0840149    241.2136366
    1207.000    -473.0541361    591.9360871    199.0847808    241.4127210
    1208.000    -473.6461546    592.1009609    199.0855447    241.6118062
    1209.000    -474.2383380    592.2656990    199.0863067    241.8108921
    1210.000    -474.8306860    592.4303015    199.0870669    242.0099788
    1211.000    -475.4231985    592.5947686    199.0878251    242.2090663
    1212.000    -476.0158755    592.7591006    199.0885815    242.4081545
    1213.000    -476.6087167    592.9232977    199.0893361    242.6072434
    1214.000    -477.2017220    593.0873601    199.0900887    242.8063331
    1215.000    -477.7948913    593.2512880    199.0908396    243.0054236
    1216.000    -478.3882245    593.4150817    199.0915885    243.2045148
    1217.000    -478.9817215    593.5787414    199.0923357    243.4036068
    1218.000    -479.5753820    593.7422672    199.0930810    243.6026995
    1219.000    -480.1692059    593.9056595    199.0938245    243.8017929
    1220.000    -480.7631932    594.0689183    199.0945661    244.0008871
    1221.000    -481.3573437    594.2320441    199.0953059    244.1999821
    1222.000    -481.9516573    594.3950369    199.0960440    244.3990777
    1223.000    -482.5461338    594.5578969    199.0967802    244.5981742
    1224.000    -483.1407730    594.7206245    199.0975146    244.7972713
    1225.000    -483.7355750    594.8832197    199.0982472    244.9963692
    1226.000    -484.3305394    595.0456829    199.0989781    245.1954678
    1227.000    -484.9256663    595.2080142    199.0997071    245.3945671
    1228.000    -485.5209554    595.3702139    199.1004344    245.5936672
    1229.000    -486.1164067    595.5322821    199.1011599    245.7927680
    1230.000    -486.7120199    595.6942191    199.1018837    245.9918695
    1231.000    -487.3077951    595.8560251    199.1026057    246.1909718
    1232.000    -487.9037319    596.0177002    199.1033259    246.3900747
    1233.000    -488.4998304    596.1792448    199.1040444    246.5891784
    1234.000    -489.0960904    596.3406590    199.1047612    246.7882828
    1235.000    -489.6925117    596.5019430    199.1054762    246.9873880
    1236.000    -490.2890942    596.6630971    199.1061895    247.1864938
    1237.000    -490.8858379    596.8241214    199.1069010    247.3856003
    1238.000    -491.4827424    596.9850162    199.1076109    247.5847076
    1239.000    -492.0798078    597.1457816    199.1083190    247.7838156
    1240.000    -492.6770340    597.3064179    199.1090254    247.9829242
    1241.000    -493.2744206    597.4669253    199.1097301    248.1820336
    1242.000    -493.8719678    597.6273039    199.1104331    248.3811437
    1243.000    -494.4696752    597.7875540    199.1111345    248.5802545
    1244.000    -495.0675428    597.9476759    199.1118341    248.7793660
    1245.000    -495.6655705    598.1076696    199.1125321    248.9784781
    1246.000    -496.2637581    598.2675354    199.1132283    249.1775910
    1247.000    -496.8621055    598.4272736    199.1139230    249.3767046
    1248.000    -497.4606126    598.5868842    199.1146159    249.5758189
    1249.000    -498.0592793    598.7463676    199.1153072    249.7749338
    1250.000    -498.6581053    598.9057238    199.1159968    249.9740495
    1251.000    -499.2570907    599.0649532    199.1166848    250.1731658
    1252.000    -499.8562352    599.2240559    199.1173712    250.3722828
    1253.000    -500.4555387    599.3830322    199.1180559    250.5714006
    1254.000    -501.0550012    599.5418821    199.1187389    250.7705190
    1255.000    -501.6546225    599.7006060    199.1194204    250.9696380
    1256.000    -502.2544024    599.8592040    199.1201002    251.1687578
    1257.000    -502.8543408    600.0176763    199.1207784    251.3678782
    1258.000    -503.4544377    600.1760231    199.1214550    251.5669994
    1259.000    -504.0546928    600.3342446    199.1221300    251.7661211
    1260.000    -504.6551061    600.4923411    199.1228034    251.9652436
    1261.000    -505.2556775    600.6503126    199.1234752    252.1643667
    1262.000    -505.8564067    600.8081595    199.1241454    252.3634906
    1263.000    -506.4572938    600.9658819    199.1248140    252.5626150
    1264.000    -507.0583384    601.1234799    199.1254810    252.7617402
    1265.000    -507.6595407    601.2809539    199.1261464    252.9608660
    1266.000    -508.2609003    601.4383039    199.1268103    253.1599925
    1267.000    -508.8624172    601.5955303    199.1274726    253.3591196
    1268.000    -509.4640913    601.7526331    199.1281333    253.5582474
    1269.000    -510.0659225    601.9096126    199.1287925    253.7573759
    1270.000    -510.6679105    602.0664689    199.1294502    253.9565050
    1271.000    -511.2700554    602.2232023    199.1301062    254.1556348
    1272.000    -511.8723569    602.3798130    199.1307608    254.3547652
    1273.000    -512.4748149    602.5363011    199.1314138    254.5538963
    1274.000    -513.0774294    602.6926668    199.1320653    254.7530280
    1275.000    -513.6802002    602.8489103    199.1327152    254.9521604
    1276.000    -514.2831272    603.0050319    199.1333636    255.1512935
    1277.000    -514.8862103    603.1610317    199.1340105    255.3504272
    1278.000    -515.4894492    603.3169098    199.1346559    255.5495615
    1279.000    -516.0928440    603.4726666    199.1352998    255.7486965
    1280.000    -516.6963945    603.6283021    199.1359422    255.9478321
    1281.000    -517.3001006    603.7838165    199.1365830    256.1469684
    1282.000    -517.9039621    603.9392101    199.1372224    256.3461053
    1283.000    -518.5079790    604.0944831    199.1378603    256.5452428
    1284.000    -519.1121511    604.2496355    199.1384967    256.7443810
    1285.000    -519.7164782    604.4046677    199.1391316    256.9435198
    1286.000    -520.3209604    604.5595798    199.1397650    257.1426592
    1287.000    -520.9255973    604.7143719    199.1403970    257.3417993
    1288.000    -521.5303891    604.8690443    199.1410275    257.5409400
    1289.000    -522.1353354    605.0235972    199.1416566    257.7400814
    1290.000    -522.7404362    605.1780307    199.1422841    257.9392234
    1291.000    -523.3456914    605.3323450    199.1429103    258.1383659
    1292.000    -523.9511009    605.4865403    199.1435349    258.3375092
    1293.000    -524.5566644    605.6406168    199.1441582    258.5366530
    1294.000    -525.1623821    605.7945746    199.1447799    258.7357975
    1295.000    -525.7682536    605.9484140    199.1454003    258.9349426
    1296.000    -526.3742788    606.1021351    199.1460192    259.1340883
    1297.000    -526.9804578    606.2557382    199.1466367    259.3332346
    1298.000    -527.5867903    606.4092233    199.1472528    259.5323816
    1299.000    -528.1932762    606.5625907    199.1478674    259.7315291
    1300.000    -528.7999154    606.7158406    199.1484807    259.9306773
    1301.000    -529.4067078    606.8689730    199.1490925    260.1298261
    1302.000    -530.0136533    607.0219883    199.1497029    260.3289755
    1303.000    -530.6207518    607.1748866    199.1503119    260.5281255
    1304.000    -531.2280031    607.3276681    199.1509195    260.7272761
    1305.000    -531.8354071    607.4803329    199.1515258    260.9264273
    1306.000    -532.4429637    607.6328812    199.1521306    261.1255792
    1307.000    -533.0506728    607.7853132    199.1527341    261.3247316
    1308.000    -533.6585343    607.9376291    199.1533361    261.5238846
    1309.000    -534.2665480    608.0898291    199.1539368    261.7230383
    1310.000    -534.8747139    608.2419133    199.1545362    261.9221925
    1311.000    -535.4830318    608.3938819    199.1551341    262.1213473
    1312.000    -536.0915016    608.5457350    199.1557307    262.3205028
    1313.000    -536.7001232    608.6974730    199.1563260    262.5196588
    1314.000    -537.3088965    608.8490958    199.1569198    262.7188154
    1315.000    -537.9178214    609.0006038    199.1575124    262.9179726
    1316.000    -538.5268977    609.1519971    199.1581035    263.1171304
    1317.000    -539.1361253    609.3032758    199.1586934    263.3162888
    1318.000    -539.7455042    609.4544401    199.1592819    263.5154478
    1319.000    -540.3550342    609.6054902    199.1598691    263.7146074
    1320.000    -540.9647152    609.7564263    199.1604549    263.9137676
    1321.000    -541.5745470    609.9072485    199.1610394    264.1129283
    1322.000    -542.1845296    610.0579571    199.1616226    264.3120896
    1323.000    -542.7946629    610.2085521    199.1622044    264.5112516
    1324.000    -543.4049467    610.3590338    199.1627850    264.7104140
    1325.000    -544.0153809    610.5094023    199.1633642    264.9095771
    1326.000    -544.6259654    610.6596578    199.1639422    265.1087408
    1327.000    -545.2367002    610.8098004    199.1645188    265.3079050
    1328.000    -545.8475850    610.9598304    199.1650941    265.5070698
    1329.000    -546.4586198    611.1097479    199.1656682    265.7062352
    1330.000    -547.0698045    611.2595531    199.1662409    265.9054012
    1331.000    -547.6811389    611.4092461    199.1668124    266.1045677
    1332.000    -548.2926229    611.5588271    199.1673825    266.3037348
    1333.000    -548.9042565    611.7082963    199.1679514    266.5029024
    1334.000    -549.5160395    611.8576538    199.1685190    266.7020707
    1335.000    -550.1279718    612.0068998    199.1690854    266.9012395
    1336.000    -550.7400532    612.1560345    199.1696505    267.1004088
    1337.000    -551.3522838    612.3050580    199.1702143    267.2995788
    1338.000    -551.9646633    612.4539705    199.1707768    267.4987493
    1339.000    -552.5771917    612.6027722    199.1713381    267.6979203
    1340.000    -553.1898688    612.7514633    199.1718982    267.8970920
    1341.000    -553.8026946    612.9000438    199.1724570    268.0962641
    1342.000    -554.4156689    613.0485140    199.1730145    268.2954369
    1343.000    -555.0287916    613.1968740    199.1735708    268.4946102
    1344.000    -555.6420626    613.3451240    199.1741259    268.6937840
    1345.000    -556.2554818    613.4932641    199.1746797    268.8929584
    1346.000    -556.8690491    613.6412945    199.1752323    269.0921334
    1347.000    -557.4827643    613.7892155    199.1757837    269.2913089
    1348.000    -558.0966275    613.9370270    199.1763338    269.4904849
    1349.000    -558.7106384    614.0847294    199.1768827    269.6896615
    1350.000    -559.3247969    614.2323227    199.1774304    269.8888387
    1351.000    -559.9391030    614.3798071    199.1779769    270.0880164
    1352.000    -560.5535565    614.5271828    199.1785222    270.2871947
    1353.000    -561.1681573    614.6744499    199.1790663    270.4863734
    1354.000    -561.7829053    614.8216087    199.1796092    270.6855528
    1355.000    -562.3978005    614.9686591    199.1801509    270.8847327
    1356.000    -563.0128426    615.1156016    199.1806914    271.0839131
    1357.000    -563.6280317    615.2624360    199.1812307    271.2830940
    1358.000    -564.2433675    615.4091627    199.1817688    271.4822755
    1359.000    -564.8588499    615.5557818    199.1823057    271.6814576
    1360.000    -565.4744790    615.7022935    199.1828414    271.8806402
    1361.000    -566.0902545    615.8486978    199.1833760    272.0798233
    1362.000    -566.7061763    615.9949950    199.1839094    272.2790069
    1363.000    -567.3222444    616.1411853    199.1844416    272.4781911
    1364.000    -567.9384587    616.2872687    199.1849726    272.6773758
    1365.000    -568.5548189    616.4332454    199.1855025    272.8765610
    1366.000    -569.1713251    616.5791156    199.1860312    273.0757468
    1367.000    -569.7879771    616.7248795    199.1865588    273.2749331
    1368.000    -570.4047749    616.8705371    199.1870852    273.4741199
    1369.000    -571.0217182    617.0160887    199.1876105    273.6733073
    1370.000    -571.6388070    617.1615344    199.1881346    273.8724951
    1371.000    -572.2560412    617.3068744    199.1886576    274.0716835
    1372.000    -572.8734207    617.4521087    199.1891794    274.2708724
    1373.000    -573.4909454    617.5972376    199.1897001    274.4700619
    1374.000    -574.1086152    617.7422613    199.1902196    274.6692518
    1375.000    -574.7264299    617.8871798    199.1907381    274.8684423
    1376.000    -575.3443895    618.0319933    199.1912554    275.0676333
    1377.000    -575.9624938    618.1767020    199.1917715    275.2668248
    1378.000    -576.5807428    618.3213060    199.1922866    275.4660169
    1379.000    -577.1991364    618.4658055    199.1928005    275.6652094
    1380.000    -577.8176744    618.6102006    199.1933133    275.8644025
    1381.000    -578.4363568    618.7544915    199.1938250    276.0635960
    1382.000    -579.0551834    618.8986784    199.1943357    276.2627901
